secucode,publish_date,announcement_title,regulatory_focus_points_json
002383.SZ,2021-04-21,合众思壮-关注函-2021-04-21,"['核实是否已披露重大事项并提示风险', '核查5%以上股东等人员买卖股票情况', '说明近期接待调研的情况及是否存在不公平披露', '报备内幕信息知情人名单']"
002383.SZ,2020-06-08,合众思壮-年报问询函-2020-06-08,"['解释预付账款与南京元博业务规模及采购量匹配情况', '说明南京元博逾期未供货原因及后续安排', '披露通导一体化业务详细信息并分析大额预付款合理性', '核查南京元博基本情况及其与上市公司关联关系', '独立董事就大额预付账款合理性发表意见', '年审会计师解释保留意见审计程序和证据', '说明应收账款规模较大且占营业收入比例高的原因', '评估销售收入大部分形成应收账款的商业逻辑及融资能力', '分析应收账款坏账准备计提充分性', '解释预收账款交易内容、性质及合理性', '核查南京元博与北斗导航往来款资金流向', '说明业务独立性', '披露营业收入下降原因及合理性', '解释毛利率变动原因及合理性', '分析净利润下降原因及经营风险', '说明销售费用增长原因及合理性', '解释管理费用率变化原因']"
002383.SZ,2021-05-18,合众思壮-年报问询函-2021-05-18,"['说明通导一体化业务的具体模式及商业实质', '披露回款协议进展和回款情况', '解释应收账款坏账准备计提的合理性', '分析交易背景、目的及其会计处理', '阐述收入下降与亏损原因，以及改善措施', '补充列示控股股东借款及利息明细并核查审议程序', '量化分析短期和长期偿债能力及应对措施', '说明商誉减值测试的具体过程']"
002383.SZ,2022-05-11,合众思壮-年报问询函-2022-05-11,"['详细说明股权转让款收款进展、资产交割等具体情况。', '补充披露交易事项的进展，包括相关预付账款和应收账款是否转移。', '结合行业环境说明公司扣非后净利润连续三年为负的原因。', '详细说明上述资产权利受限的具体情况。', '按单项计提坏账准备的应收账款形成原因、客户信息等。']"
002383.SZ,2021-02-02,合众思壮-关注函-2021-02-02,"['结合市场环境说明2020年大额亏损原因及合理性。', '补充披露商誉减值准备明细并解释减值测试过程。', '披露长期股权投资减值的明细和减值测试过程。', '说明信用减值损失计提的原因、依据及合理性。', '解释存货跌价准备计提的具体测算过程。']"
002383.SZ,2023-05-29,合众思壮-年报问询函-2023-05-29,"['核实行政处罚对前期财务报告的影响并及时披露', '核查会计差错更正是否具有广泛性影响或导致盈亏性质改变', '分析连续4年亏损原因及持续经营能力是否存在重大不确定性', '解释营业收入下降但应收账款余额增长的原因', '说明坏账准备计提的充分性', '评估商誉减值计提的合理性', '补充披露合同履约成本的具体内容和增长原因', '核查存货跌价准备计算过程及其充分性', '说明PPP项目会计处理方式及财务报表列报情况是否符合规定', '解释预付款项大幅增长的原因及交付情况']"
002383.SZ,2021-01-27,合众思壮-关注函-2021-01-27,"['相关款项未能按约定如期收回的具体原因。', '结合南京元博预付账款的回款进展，说明董事会是否采取有效措施。', '分析说明资产减值损失计提的充分性。', '解释大额支付预付款的原因及合理性，是否存在利益输送或资金占用。']"
002385.SZ,2022-03-03,大北农-关注函-2022-03-03,"['说明收购标的资产和九鼎科技股权的背景、必要性与合理性。', '详细说明交易定价依据及其合理性、公允性。', '说明资金安排及对公司可能造成的影响。', '说明收购是否经过充分论证，以及独立董事所称协议瑕疵的具体含义。']"
002385.SZ,2021-06-21,大北农-年报问询函-2021-06-21,"['说明业务毛利率变动的原因及合理性。', '解释维持高债务规模和财务费用的原因，是否存在流向关联方。', '列示预付款项用途及增长原因。', '核查担保余额、预计负债计提充分性及反担保事项进展。', '结合以前年度情况说明商誉减值准备计提是否充分。', '解释存货大幅变动的具体内容及其合理性']"
002386.SZ,2020-08-13,天原集团-关注函-2020-08-13,"['合作协议签署日期是否符合本所《股票上市规则》第2.7条的规定？', '披露内容是否存在宣传、广告或夸大性质的词句及误导性陈述？', '协议签订是否存在信息泄漏或内幕交易的情形？', '控股股东、持股5%以上股东、董监高未来三个月内股份减持计划？']"
002386.SZ,2020-07-13,天原集团-问询函-2020-07-13,"['说明会计估计变更的原因、依据及合理性', '披露会计估计变更对公司财务的具体影响', '解释会计估计变更是否为避免亏损增厚利润', '补充其他需要说明的事项']"
002387.SZ,2021-03-11,维信诺-关注函-2021-03-11,"['披露质押和融资交易股份是否存在其他权利受限情形及其影响', '说明股权转让后无实际控制人的原因及合理性', '分析无实际控制人对公司经营和治理的影响并提出防范措施', '公司认为需要说明的其他事项']"
002387.SZ,2021-05-14,维信诺-关注函-2021-05-14,"['自查媒体报道是否属实，是否存在操纵股价情形。', '说明与第三方是否存在市值管理相关协议。', '披露是否存在未公开的重大信息。', '其他认为需要说明的事项。']"
002387.SZ,2021-05-27,维信诺-年报问询函-2021-05-27,"['列示主要政府补助项目并说明会计处理合规性', '解释扣非后净利润连续为负的原因及合理性', '说明货币资金存放地点、类型及其受限情况', '对比同期其他金融机构借款利率，说明关联借款利率是否公允', '说明境外销售占比提高的原因及国外收入主要客户情况', '说明其他产品或服务的具体内容和相关会计处理', '前五名客户具体信息及是否存在重大依赖', '解释募集资金使用情况及项目未转固原因']"
002387.SZ,2020-06-24,维信诺-年报问询函-2020-06-24,"['政府补助占净利润比例过高，披露细节并说明依赖程度。', '解释连续三年扣非后亏损原因及改善措施。', '关联交易合理性与定价公允性分析。', '费用占比高原因及合理性。', '员工人数和人均收入变化原因。', '毛利率大幅上升的原因。', '销售费用与销量不匹配原因。', '应收账款周转率下降原因及坏账准备充分性。', '前五大客户应收账款情况。', '各季度业绩波动原因。', '流动比率低原因及短期偿债能力风险。', '投资收益占比高合理性']"
002387.SZ,2020-12-07,维信诺-关注函-2020-12-07,"['披露技术许可的具体情况及对核心竞争力的影响。', '补充披露评估参数和交易定价的依据。', '说明评估依据的合理性并提供意见。', '分析广州国显的资金来源及其履约能力。', '详细说明收入确认时点和会计处理事项。', '对比两次交易内容，是否存在重复授权。', '披露参股方的投资结构及出资人情况。', '其他应说明的事项。']"
002387.SZ,2023-04-19,维信诺-并购重组问询函-2023-04-19,"['核查并说明相关国有主体是否受合肥市政府统一要求而参与投资，在对标的公司的投资和运营过程中是否实质上存在一致行动关系。', '说明相关国有主体实缴注册资本金的具体时间，芯屏基金实缴比例差异较大的原因。', '核查并说明相关国有主体之间是否存在一致行动情形。', '说明本次交易是否导致公司发生控制权变更、是否构成重组上市。', '结合标的公司经营情况，核查并说明本次交易是否符合《上市公司重大资产重组管理办法》第四十三条第一款第（一）项的规定。', '说明预测标的公司主营业务收入所依据的参数，并结合市场情况说明相关参数选取的具体依据及合理性。', '说明评估过程是否已充分考虑面板价格下降、市场竞争等因素，是否存在损害上市公司利益的情形。', '说明标的公司通过你公司向终端客户进行销售的相关会计处理是否符合《企业会计准则》的规定。', '说明标的公司通过你公司向终端客户销售产品的交付周期，并披露前五名客户销售情况。', '说明标的公司后续产线建设规划、资金需求情况和融资计划，你公司是否具备相应融资能力支付剩余注册资本金。', '结合标的公司后续资金需求情况，说明本次交易完成后你公司是否存在偿债风险。', '说明该生产线项目是否需履行主管部门审批或核准程序。']"
